NPI,State,Login Time,Logout Time,Usage Time (mins),Region,Speciality,Count of Survey Attempts
1000000249,PA,2025-03-08 14:49:00,2025-03-08 16:01:00,72,South,Pediatrics,8
1000000250,IL,2025-03-08 07:05:00,2025-03-08 07:26:00,21,South,General Practice,9
1000000251,NC,2025-03-08 20:09:00,2025-03-08 21:52:00,103,South,Neurology,4
1000000252,NY,2025-03-08 19:52:00,2025-03-08 20:39:00,47,South,Orthopedics,6
1000000253,TX,2025-03-08 14:39:00,2025-03-08 16:04:00,85,Midwest,General Practice,3
1000000254,OH,2025-03-08 10:25:00,2025-03-08 11:31:00,66,Midwest,Neurology,4
1000000255,CA,2025-03-08 14:59:00,2025-03-08 16:01:00,62,Midwest,Oncology,5
1000000256,OH,2025-03-08 17:12:00,2025-03-08 18:57:00,105,West,Cardiology,2
1000000257,MI,2025-03-08 15:20:00,2025-03-08 15:26:00,6,Northeast,Cardiology,9
1000000258,CA,2025-03-08 08:31:00,2025-03-08 09:27:00,56,Northeast,Orthopedics,6
1000000259,CA,2025-03-08 08:25:00,2025-03-08 10:07:00,102,South,Neurology,3
1000000260,NY,2025-03-08 15:21:00,2025-03-08 16:05:00,44,Northeast,Oncology,4
1000000261,TX,2025-03-08 12:16:00,2025-03-08 13:25:00,69,Northeast,General Practice,5
1000000262,OH,2025-03-08 07:58:00,2025-03-08 08:27:00,29,South,General Practice,6
1000000263,FL,2025-03-08 17:52:00,2025-03-08 18:00:00,8,West,Oncology,7
1000000264,FL,2025-03-08 14:38:00,2025-03-08 16:37:00,119,South,Radiology,3
1000000265,MI,2025-03-08 17:22:00,2025-03-08 18:47:00,85,West,Neurology,6
1000000266,GA,2025-03-08 11:46:00,2025-03-08 13:24:00,98,West,Pediatrics,7
1000000267,IL,2025-03-08 07:39:00,2025-03-08 08:37:00,58,Midwest,Oncology,7
1000000268,PA,2025-03-08 11:49:00,2025-03-08 13:21:00,92,South,Pediatrics,4
1000000269,NY,2025-03-08 12:54:00,2025-03-08 13:02:00,8,Midwest,Orthopedics,3
1000000270,OH,2025-03-08 08:32:00,2025-03-08 10:01:00,89,Midwest,General Practice,2
1000000271,PA,2025-03-08 16:42:00,2025-03-08 17:51:00,69,West,Neurology,3
1000000272,CA,2025-03-08 13:35:00,2025-03-08 15:12:00,97,Midwest,Pediatrics,9
1000000273,GA,2025-03-08 09:18:00,2025-03-08 10:01:00,43,South,Orthopedics,7
1000000274,FL,2025-03-08 16:12:00,2025-03-08 17:17:00,65,Midwest,Radiology,7
1000000275,OH,2025-03-08 06:27:00,2025-03-08 07:43:00,76,Northeast,Pediatrics,10
1000000276,OH,2025-03-08 09:06:00,2025-03-08 10:38:00,92,Midwest,Radiology,4
1000000277,CA,2025-03-08 11:31:00,2025-03-08 13:17:00,106,West,Oncology,6
1000000278,TX,2025-03-08 18:35:00,2025-03-08 19:36:00,61,West,Neurology,1
1000000279,NY,2025-03-08 13:34:00,2025-03-08 13:40:00,6,South,Pediatrics,4
1000000280,PA,2025-03-08 12:50:00,2025-03-08 13:41:00,51,West,Oncology,5
1000000281,IL,2025-03-08 20:18:00,2025-03-08 21:00:00,42,South,Orthopedics,7
1000000282,TX,2025-03-08 06:20:00,2025-03-08 07:32:00,72,Midwest,Cardiology,2
1000000283,FL,2025-03-08 09:02:00,2025-03-08 09:53:00,51,Midwest,Orthopedics,8
1000000284,NC,2025-03-08 07:08:00,2025-03-08 07:57:00,49,West,General Practice,8
1000000285,CA,2025-03-08 20:08:00,2025-03-08 20:48:00,40,South,Orthopedics,7
1000000286,TX,2025-03-08 06:33:00,2025-03-08 08:29:00,116,Midwest,General Practice,9
1000000287,CA,2025-03-08 18:23:00,2025-03-08 18:43:00,20,West,Radiology,9
1000000288,NC,2025-03-08 11:54:00,2025-03-08 13:38:00,104,South,Oncology,10
1000000289,PA,2025-03-08 13:37:00,2025-03-08 14:00:00,23,South,Neurology,6
1000000290,IL,2025-03-08 11:42:00,2025-03-08 12:40:00,58,Northeast,Oncology,9
1000000291,MI,2025-03-08 12:28:00,2025-03-08 14:19:00,111,Northeast,Oncology,5
1000000292,FL,2025-03-08 19:21:00,2025-03-08 19:30:00,9,Midwest,Pediatrics,5
1000000293,FL,2025-03-08 16:12:00,2025-03-08 17:45:00,93,Midwest,Neurology,0
1000000294,IL,2025-03-08 06:13:00,2025-03-08 07:02:00,49,Northeast,Oncology,2
1000000295,NC,2025-03-08 06:39:00,2025-03-08 06:52:00,13,Northeast,Oncology,10
1000000296,CA,2025-03-08 10:54:00,2025-03-08 11:16:00,22,West,Orthopedics,3
1000000297,FL,2025-03-08 13:55:00,2025-03-08 14:48:00,53,Midwest,Cardiology,3
1000000298,CA,2025-03-08 14:05:00,2025-03-08 15:11:00,66,Midwest,Radiology,9
1000000299,NY,2025-03-08 12:36:00,2025-03-08 12:48:00,12,Northeast,Oncology,4
1000000300,GA,2025-03-08 13:18:00,2025-03-08 14:01:00,43,Northeast,Radiology,6
1000000301,TX,2025-03-08 08:46:00,2025-03-08 09:16:00,30,Northeast,General Practice,0
1000000302,TX,2025-03-08 06:56:00,2025-03-08 08:08:00,72,Northeast,Cardiology,7
1000000303,FL,2025-03-08 16:50:00,2025-03-08 18:09:00,79,South,Neurology,3
1000000304,PA,2025-03-08 07:48:00,2025-03-08 08:53:00,65,Midwest,Pediatrics,5
1000000305,NY,2025-03-08 20:46:00,2025-03-08 21:57:00,71,West,Cardiology,1
1000000306,GA,2025-03-08 15:55:00,2025-03-08 16:32:00,37,Midwest,Pediatrics,1
1000000307,FL,2025-03-08 14:12:00,2025-03-08 14:23:00,11,Midwest,General Practice,1
1000000308,PA,2025-03-08 20:13:00,2025-03-08 21:43:00,90,South,Neurology,1
1000000309,MI,2025-03-08 17:24:00,2025-03-08 18:09:00,45,West,Cardiology,0
1000000310,FL,2025-03-08 07:38:00,2025-03-08 07:56:00,18,South,Cardiology,5
1000000311,PA,2025-03-08 12:56:00,2025-03-08 13:54:00,58,West,Cardiology,7
1000000312,IL,2025-03-08 14:55:00,2025-03-08 16:10:00,75,Midwest,Radiology,4
1000000313,NC,2025-03-08 06:21:00,2025-03-08 07:00:00,39,Midwest,Pediatrics,8
1000000314,NY,2025-03-08 16:35:00,2025-03-08 17:29:00,54,Midwest,General Practice,4
1000000315,OH,2025-03-08 19:06:00,2025-03-08 19:58:00,52,Northeast,Oncology,0
1000000316,MI,2025-03-08 18:03:00,2025-03-08 19:03:00,60,West,Oncology,6
1000000317,MI,2025-03-08 18:45:00,2025-03-08 19:33:00,48,South,Radiology,10
1000000318,GA,2025-03-08 12:21:00,2025-03-08 13:08:00,47,Midwest,Cardiology,1
1000000319,NC,2025-03-08 16:20:00,2025-03-08 17:44:00,84,West,General Practice,8
1000000320,CA,2025-03-08 15:49:00,2025-03-08 16:11:00,22,West,Neurology,1
1000000321,OH,2025-03-08 17:13:00,2025-03-08 18:04:00,51,Northeast,Radiology,0
1000000322,CA,2025-03-08 06:05:00,2025-03-08 07:27:00,82,Midwest,Orthopedics,1
1000000323,MI,2025-03-08 09:00:00,2025-03-08 10:58:00,118,South,Pediatrics,3
1000000324,TX,2025-03-08 10:33:00,2025-03-08 12:06:00,93,West,Radiology,2
1000000325,NC,2025-03-08 15:15:00,2025-03-08 17:02:00,107,South,Oncology,8
1000000326,CA,2025-03-08 14:12:00,2025-03-08 15:26:00,74,Midwest,General Practice,9
1000000327,TX,2025-03-08 15:09:00,2025-03-08 15:33:00,24,West,Cardiology,8
1000000328,TX,2025-03-08 14:35:00,2025-03-08 15:23:00,48,South,Oncology,0
1000000329,MI,2025-03-08 10:06:00,2025-03-08 11:59:00,113,West,Neurology,3
1000000330,TX,2025-03-08 13:05:00,2025-03-08 14:21:00,76,Midwest,Radiology,3
1000000331,PA,2025-03-08 09:11:00,2025-03-08 09:59:00,48,South,Cardiology,5
1000000332,TX,2025-03-08 06:10:00,2025-03-08 07:41:00,91,South,General Practice,10
1000000333,TX,2025-03-08 08:03:00,2025-03-08 09:30:00,87,Northeast,Cardiology,7
1000000334,PA,2025-03-08 08:34:00,2025-03-08 10:28:00,114,South,Radiology,9
1000000335,OH,2025-03-08 15:16:00,2025-03-08 16:41:00,85,Midwest,Neurology,8
1000000336,FL,2025-03-08 10:04:00,2025-03-08 11:00:00,56,South,Pediatrics,6
1000000337,NC,2025-03-08 07:30:00,2025-03-08 08:43:00,73,West,Radiology,2
1000000338,TX,2025-03-08 06:44:00,2025-03-08 08:42:00,118,South,Cardiology,4
1000000339,NY,2025-03-08 17:25:00,2025-03-08 18:36:00,71,Midwest,Cardiology,5
1000000340,TX,2025-03-08 15:45:00,2025-03-08 17:13:00,88,South,Cardiology,2
1000000341,IL,2025-03-08 12:20:00,2025-03-08 14:19:00,119,South,Orthopedics,1
1000000342,NY,2025-03-08 13:48:00,2025-03-08 15:05:00,77,Midwest,Neurology,2
1000000343,MI,2025-03-08 12:41:00,2025-03-08 13:48:00,67,Northeast,Cardiology,9
1000000344,CA,2025-03-08 13:06:00,2025-03-08 13:44:00,38,South,Radiology,1
1000000345,TX,2025-03-08 07:05:00,2025-03-08 08:26:00,81,Midwest,General Practice,10
1000000346,CA,2025-03-08 20:17:00,2025-03-08 21:49:00,92,Northeast,Cardiology,6
1000000347,PA,2025-03-08 07:17:00,2025-03-08 07:32:00,15,South,Oncology,0
1000000348,CA,2025-03-08 08:04:00,2025-03-08 08:12:00,8,Northeast,Pediatrics,4
1000000349,MI,2025-03-08 13:41:00,2025-03-08 14:20:00,39,Northeast,Neurology,1
1000000350,CA,2025-03-08 06:28:00,2025-03-08 06:56:00,28,Northeast,Orthopedics,2
1000000351,NC,2025-03-08 11:56:00,2025-03-08 12:12:00,16,Northeast,Radiology,7
1000000352,NY,2025-03-08 09:41:00,2025-03-08 11:18:00,97,Midwest,Pediatrics,5
1000000353,PA,2025-03-08 08:18:00,2025-03-08 09:16:00,58,Northeast,General Practice,2
1000000354,CA,2025-03-08 10:27:00,2025-03-08 11:28:00,61,South,Oncology,10
1000000355,NC,2025-03-08 13:13:00,2025-03-08 13:50:00,37,Midwest,Pediatrics,2
1000000356,MI,2025-03-08 19:11:00,2025-03-08 20:09:00,58,South,Radiology,8
1000000357,NC,2025-03-08 18:33:00,2025-03-08 19:12:00,39,Midwest,General Practice,0
1000000358,CA,2025-03-08 13:10:00,2025-03-08 14:52:00,102,West,Neurology,4
1000000359,GA,2025-03-08 16:54:00,2025-03-08 18:13:00,79,Midwest,Pediatrics,2
1000000360,FL,2025-03-08 10:33:00,2025-03-08 11:15:00,42,South,Oncology,9
1000000361,NY,2025-03-08 13:14:00,2025-03-08 14:54:00,100,Northeast,General Practice,4
1000000362,CA,2025-03-08 16:58:00,2025-03-08 17:12:00,14,Midwest,General Practice,4
1000000363,OH,2025-03-08 07:19:00,2025-03-08 08:58:00,99,Northeast,Pediatrics,5
1000000364,TX,2025-03-08 07:17:00,2025-03-08 08:43:00,86,West,Radiology,9
1000000365,GA,2025-03-08 06:58:00,2025-03-08 08:56:00,118,West,Oncology,5
1000000366,NY,2025-03-08 07:46:00,2025-03-08 09:23:00,97,Midwest,General Practice,10
1000000367,FL,2025-03-08 10:08:00,2025-03-08 11:50:00,102,Midwest,Orthopedics,2
1000000368,MI,2025-03-08 16:49:00,2025-03-08 18:04:00,75,South,Orthopedics,10
1000000369,FL,2025-03-08 06:59:00,2025-03-08 08:06:00,67,Midwest,Oncology,4
1000000370,TX,2025-03-08 18:18:00,2025-03-08 20:11:00,113,West,Cardiology,7
1000000371,CA,2025-03-08 07:32:00,2025-03-08 07:53:00,21,West,Cardiology,5
1000000372,NY,2025-03-08 11:23:00,2025-03-08 11:53:00,30,South,Neurology,5
1000000373,FL,2025-03-08 15:30:00,2025-03-08 16:19:00,49,Midwest,Neurology,3
1000000374,NC,2025-03-08 20:03:00,2025-03-08 21:44:00,101,South,Cardiology,0
1000000375,TX,2025-03-08 16:31:00,2025-03-08 16:38:00,7,South,Cardiology,8
1000000376,OH,2025-03-08 13:27:00,2025-03-08 13:58:00,31,South,Radiology,3
1000000377,IL,2025-03-08 06:36:00,2025-03-08 08:32:00,116,Midwest,Cardiology,8
1000000378,MI,2025-03-08 09:52:00,2025-03-08 10:49:00,57,Midwest,Radiology,8
1000000379,FL,2025-03-08 19:21:00,2025-03-08 21:05:00,104,West,Cardiology,3
1000000380,TX,2025-03-08 15:34:00,2025-03-08 17:05:00,91,South,Neurology,8
1000000381,NY,2025-03-08 20:14:00,2025-03-08 22:12:00,118,Midwest,Cardiology,3
1000000382,TX,2025-03-08 12:05:00,2025-03-08 13:52:00,107,West,Radiology,7
1000000383,OH,2025-03-08 12:28:00,2025-03-08 13:13:00,45,Northeast,Cardiology,8
1000000384,CA,2025-03-08 20:07:00,2025-03-08 21:29:00,82,Northeast,Radiology,7
1000000385,IL,2025-03-08 11:35:00,2025-03-08 13:14:00,99,Midwest,Cardiology,6
1000000386,GA,2025-03-08 18:06:00,2025-03-08 19:53:00,107,West,General Practice,9
1000000387,FL,2025-03-08 13:21:00,2025-03-08 14:53:00,92,Midwest,Neurology,4
1000000388,TX,2025-03-08 20:50:00,2025-03-08 21:50:00,60,Northeast,Oncology,8
1000000389,NY,2025-03-08 12:59:00,2025-03-08 13:30:00,31,Midwest,Neurology,1
1000000390,PA,2025-03-08 17:04:00,2025-03-08 18:41:00,97,Midwest,Orthopedics,5
1000000391,PA,2025-03-08 11:34:00,2025-03-08 13:16:00,102,Northeast,Oncology,3
1000000392,CA,2025-03-08 07:15:00,2025-03-08 09:13:00,118,Midwest,Pediatrics,0
1000000393,PA,2025-03-08 15:10:00,2025-03-08 16:58:00,108,South,Pediatrics,1
1000000394,FL,2025-03-08 11:31:00,2025-03-08 11:49:00,18,Midwest,Radiology,5
1000000395,FL,2025-03-08 17:07:00,2025-03-08 18:48:00,101,West,Cardiology,5
1000000396,FL,2025-03-08 08:37:00,2025-03-08 09:23:00,46,South,Pediatrics,4
1000000397,NC,2025-03-08 15:39:00,2025-03-08 17:03:00,84,West,Radiology,8
1000000398,NC,2025-03-08 09:38:00,2025-03-08 10:09:00,31,West,Radiology,9
1000000399,IL,2025-03-08 09:47:00,2025-03-08 10:18:00,31,South,General Practice,2
1000000400,IL,2025-03-08 20:54:00,2025-03-08 21:34:00,40,Northeast,Orthopedics,9
1000000401,TX,2025-03-08 10:28:00,2025-03-08 11:38:00,70,South,General Practice,1
1000000402,TX,2025-03-08 17:50:00,2025-03-08 19:27:00,97,Northeast,Radiology,10
1000000403,IL,2025-03-08 13:08:00,2025-03-08 14:52:00,104,South,Radiology,5
1000000404,IL,2025-03-08 19:42:00,2025-03-08 21:01:00,79,Midwest,Radiology,7
1000000405,CA,2025-03-08 18:41:00,2025-03-08 20:40:00,119,Midwest,General Practice,1
1000000406,MI,2025-03-08 17:31:00,2025-03-08 17:38:00,7,Northeast,Oncology,3
1000000407,GA,2025-03-08 15:20:00,2025-03-08 16:27:00,67,Midwest,Radiology,8
1000000408,NC,2025-03-08 11:05:00,2025-03-08 11:54:00,49,Northeast,Pediatrics,5
1000000409,OH,2025-03-08 15:37:00,2025-03-08 16:52:00,75,South,Neurology,9
1000000410,PA,2025-03-08 09:44:00,2025-03-08 10:30:00,46,Midwest,Radiology,10
1000000411,IL,2025-03-08 17:25:00,2025-03-08 18:57:00,92,Midwest,Cardiology,4
1000000412,FL,2025-03-08 15:29:00,2025-03-08 16:43:00,74,Northeast,Orthopedics,5
1000000413,PA,2025-03-08 09:16:00,2025-03-08 09:26:00,10,South,Pediatrics,5
1000000414,IL,2025-03-08 14:57:00,2025-03-08 16:20:00,83,South,Orthopedics,2
1000000415,IL,2025-03-08 06:44:00,2025-03-08 06:53:00,9,West,Pediatrics,7
1000000416,OH,2025-03-08 08:39:00,2025-03-08 10:02:00,83,Midwest,Oncology,9
1000000417,GA,2025-03-08 11:12:00,2025-03-08 12:11:00,59,South,Radiology,7
1000000418,NY,2025-03-08 19:33:00,2025-03-08 20:30:00,57,Northeast,Cardiology,1
1000000419,CA,2025-03-08 20:55:00,2025-03-08 22:07:00,72,Northeast,Orthopedics,6
1000000420,IL,2025-03-08 09:53:00,2025-03-08 11:42:00,109,West,Orthopedics,6
1000000421,FL,2025-03-08 13:51:00,2025-03-08 15:08:00,77,South,Oncology,1
1000000422,NC,2025-03-08 18:45:00,2025-03-08 19:08:00,23,South,Oncology,3
1000000423,PA,2025-03-08 11:05:00,2025-03-08 12:36:00,91,Northeast,Pediatrics,5
1000000424,NC,2025-03-08 06:06:00,2025-03-08 07:51:00,105,Midwest,Oncology,1
1000000425,NY,2025-03-08 11:38:00,2025-03-08 12:00:00,22,West,Oncology,3
1000000426,NC,2025-03-08 12:20:00,2025-03-08 13:42:00,82,West,Cardiology,4
1000000427,IL,2025-03-08 20:54:00,2025-03-08 21:50:00,56,Midwest,Radiology,6
1000000428,TX,2025-03-08 10:18:00,2025-03-08 10:24:00,6,Northeast,General Practice,3
1000000429,IL,2025-03-08 09:55:00,2025-03-08 10:00:00,5,Northeast,Orthopedics,3
1000000430,NC,2025-03-08 08:32:00,2025-03-08 10:28:00,116,Northeast,Neurology,4
1000000431,PA,2025-03-08 06:53:00,2025-03-08 08:44:00,111,West,Neurology,4
1000000432,OH,2025-03-08 20:37:00,2025-03-08 21:03:00,26,Midwest,Oncology,3
1000000433,CA,2025-03-08 07:03:00,2025-03-08 08:40:00,97,South,Orthopedics,7
1000000434,NC,2025-03-08 07:28:00,2025-03-08 08:18:00,50,Northeast,Orthopedics,3
1000000435,CA,2025-03-08 17:15:00,2025-03-08 17:23:00,8,South,Orthopedics,8
1000000436,PA,2025-03-08 08:02:00,2025-03-08 08:54:00,52,Northeast,General Practice,6
1000000437,GA,2025-03-08 16:04:00,2025-03-08 17:18:00,74,South,General Practice,10
1000000438,GA,2025-03-08 12:30:00,2025-03-08 13:43:00,73,South,General Practice,9
1000000439,NY,2025-03-08 13:32:00,2025-03-08 14:21:00,49,West,General Practice,2
1000000440,MI,2025-03-08 07:20:00,2025-03-08 08:15:00,55,South,Cardiology,5
1000000441,OH,2025-03-08 13:20:00,2025-03-08 15:16:00,116,South,Pediatrics,7
1000000442,GA,2025-03-08 11:36:00,2025-03-08 11:47:00,11,Midwest,Pediatrics,6
1000000443,FL,2025-03-08 12:49:00,2025-03-08 13:19:00,30,Midwest,Orthopedics,0
1000000444,OH,2025-03-08 17:00:00,2025-03-08 17:24:00,24,South,Radiology,8
1000000445,MI,2025-03-08 20:06:00,2025-03-08 21:35:00,89,Northeast,Radiology,8
1000000446,IL,2025-03-08 17:40:00,2025-03-08 19:23:00,103,South,Radiology,5
1000000447,IL,2025-03-08 13:51:00,2025-03-08 14:09:00,18,West,General Practice,2
1000000448,PA,2025-03-08 13:47:00,2025-03-08 14:43:00,56,Midwest,Orthopedics,6
1000000449,NY,2025-03-08 10:27:00,2025-03-08 12:01:00,94,Northeast,Cardiology,7
1000000450,CA,2025-03-08 15:36:00,2025-03-08 15:43:00,7,South,Orthopedics,3
1000000451,GA,2025-03-08 13:26:00,2025-03-08 14:04:00,38,West,Oncology,9
1000000452,NY,2025-03-08 15:53:00,2025-03-08 15:59:00,6,West,Oncology,3
1000000453,NC,2025-03-08 16:48:00,2025-03-08 17:43:00,55,West,Pediatrics,3
1000000454,TX,2025-03-08 07:18:00,2025-03-08 07:30:00,12,South,General Practice,2
1000000455,CA,2025-03-08 07:22:00,2025-03-08 08:15:00,53,South,Cardiology,10
1000000456,PA,2025-03-08 11:20:00,2025-03-08 13:16:00,116,Northeast,Cardiology,0
1000000457,PA,2025-03-08 08:23:00,2025-03-08 09:23:00,60,Midwest,General Practice,8
1000000458,CA,2025-03-08 08:34:00,2025-03-08 08:57:00,23,Northeast,Pediatrics,6
1000000459,IL,2025-03-08 19:31:00,2025-03-08 20:37:00,66,South,Radiology,2
1000000460,MI,2025-03-08 06:14:00,2025-03-08 08:11:00,117,Midwest,Orthopedics,1
1000000461,MI,2025-03-08 09:50:00,2025-03-08 11:06:00,76,Midwest,Orthopedics,1
1000000462,PA,2025-03-08 08:28:00,2025-03-08 10:17:00,109,Northeast,Pediatrics,0
1000000463,TX,2025-03-08 15:43:00,2025-03-08 17:22:00,99,Midwest,General Practice,5
1000000464,IL,2025-03-08 13:29:00,2025-03-08 15:19:00,110,South,Pediatrics,8
1000000465,GA,2025-03-08 16:25:00,2025-03-08 18:02:00,97,South,Neurology,2
1000000466,TX,2025-03-08 13:06:00,2025-03-08 14:41:00,95,West,Radiology,10
1000000467,OH,2025-03-08 10:39:00,2025-03-08 12:29:00,110,Northeast,Pediatrics,5
1000000468,CA,2025-03-08 09:36:00,2025-03-08 11:04:00,88,West,Pediatrics,9
1000000469,IL,2025-03-08 10:49:00,2025-03-08 12:42:00,113,Northeast,Pediatrics,0
1000000470,NC,2025-03-08 06:11:00,2025-03-08 07:58:00,107,Midwest,Cardiology,5
1000000471,PA,2025-03-08 16:22:00,2025-03-08 18:13:00,111,Midwest,Oncology,6
1000000472,CA,2025-03-08 20:03:00,2025-03-08 20:48:00,45,South,General Practice,10
1000000473,OH,2025-03-08 08:03:00,2025-03-08 09:37:00,94,Midwest,Neurology,3
1000000474,FL,2025-03-08 06:12:00,2025-03-08 06:47:00,35,Northeast,Oncology,7
1000000475,FL,2025-03-08 18:38:00,2025-03-08 20:31:00,113,Midwest,Pediatrics,8
1000000476,IL,2025-03-08 10:58:00,2025-03-08 12:21:00,83,Midwest,General Practice,8
1000000477,NY,2025-03-08 06:44:00,2025-03-08 08:39:00,115,Midwest,Oncology,5
1000000478,FL,2025-03-08 17:03:00,2025-03-08 18:55:00,112,Northeast,Orthopedics,10
1000000479,NC,2025-03-08 11:39:00,2025-03-08 11:48:00,9,West,Neurology,0
1000000480,GA,2025-03-08 11:09:00,2025-03-08 12:35:00,86,West,General Practice,10
1000000481,MI,2025-03-08 08:32:00,2025-03-08 09:10:00,38,Northeast,Orthopedics,8
1000000482,IL,2025-03-08 13:47:00,2025-03-08 14:43:00,56,South,Cardiology,2
1000000483,PA,2025-03-08 13:40:00,2025-03-08 14:08:00,28,Midwest,Pediatrics,5
1000000484,NY,2025-03-08 15:48:00,2025-03-08 16:41:00,53,South,Radiology,6
1000000485,GA,2025-03-08 17:28:00,2025-03-08 17:33:00,5,Northeast,Cardiology,9
1000000486,NY,2025-03-08 10:32:00,2025-03-08 10:54:00,22,West,Cardiology,7
1000000487,IL,2025-03-08 07:53:00,2025-03-08 09:47:00,114,Northeast,General Practice,4
1000000488,IL,2025-03-08 11:09:00,2025-03-08 11:22:00,13,Northeast,Pediatrics,2
1000000489,OH,2025-03-08 14:14:00,2025-03-08 14:51:00,37,South,Neurology,6
1000000490,FL,2025-03-08 12:30:00,2025-03-08 12:49:00,19,West,Oncology,1
1000000491,IL,2025-03-08 15:33:00,2025-03-08 15:44:00,11,South,General Practice,1
1000000492,PA,2025-03-08 18:56:00,2025-03-08 20:32:00,96,West,Cardiology,8
1000000493,PA,2025-03-08 13:56:00,2025-03-08 14:01:00,5,Northeast,Orthopedics,2
1000000494,NC,2025-03-08 14:52:00,2025-03-08 16:49:00,117,West,Neurology,3
1000000495,IL,2025-03-08 13:28:00,2025-03-08 14:30:00,62,South,General Practice,6
1000000496,CA,2025-03-08 11:35:00,2025-03-08 11:50:00,15,Northeast,Neurology,7
1000000497,TX,2025-03-08 08:00:00,2025-03-08 08:22:00,22,Midwest,General Practice,3
