NPI,State,Login Time,Logout Time,Usage Time (mins),Region,Speciality,Count of Survey Attempts
1000000748,IL,2025-03-08 19:23:00,2025-03-08 20:33:00,70,West,General Practice,2
1000000749,CA,2025-03-08 07:01:00,2025-03-08 08:19:00,78,West,General Practice,10
1000000750,PA,2025-03-08 06:11:00,2025-03-08 07:17:00,66,Northeast,Cardiology,0
1000000751,OH,2025-03-08 11:12:00,2025-03-08 11:57:00,45,South,Oncology,2
1000000752,FL,2025-03-08 14:17:00,2025-03-08 15:02:00,45,South,Pediatrics,7
1000000753,FL,2025-03-08 13:52:00,2025-03-08 15:00:00,68,West,General Practice,2
1000000754,NC,2025-03-08 20:20:00,2025-03-08 21:33:00,73,Northeast,Cardiology,7
1000000755,GA,2025-03-08 06:33:00,2025-03-08 08:25:00,112,Midwest,Pediatrics,0
1000000756,FL,2025-03-08 15:23:00,2025-03-08 16:07:00,44,Midwest,Neurology,8
1000000757,MI,2025-03-08 13:09:00,2025-03-08 14:08:00,59,South,General Practice,7
1000000758,CA,2025-03-08 19:42:00,2025-03-08 20:09:00,27,Midwest,Pediatrics,7
1000000759,OH,2025-03-08 08:46:00,2025-03-08 10:01:00,75,West,General Practice,2
1000000760,GA,2025-03-08 14:16:00,2025-03-08 14:54:00,38,West,Cardiology,7
1000000761,TX,2025-03-08 13:34:00,2025-03-08 15:12:00,98,South,Pediatrics,5
1000000762,PA,2025-03-08 15:50:00,2025-03-08 16:43:00,53,South,Oncology,7
1000000763,TX,2025-03-08 18:59:00,2025-03-08 19:36:00,37,Northeast,Radiology,9
1000000764,OH,2025-03-08 16:25:00,2025-03-08 18:00:00,95,West,Neurology,1
1000000765,OH,2025-03-08 14:50:00,2025-03-08 15:41:00,51,West,Cardiology,0
1000000766,MI,2025-03-08 18:26:00,2025-03-08 19:21:00,55,South,Neurology,2
1000000767,TX,2025-03-08 19:09:00,2025-03-08 20:33:00,84,Northeast,Orthopedics,4
1000000768,TX,2025-03-08 11:14:00,2025-03-08 11:25:00,11,South,Oncology,1
1000000769,PA,2025-03-08 13:50:00,2025-03-08 15:25:00,95,West,Radiology,0
1000000770,MI,2025-03-08 13:25:00,2025-03-08 14:57:00,92,South,Radiology,4
1000000771,IL,2025-03-08 20:54:00,2025-03-08 22:13:00,79,Northeast,Neurology,3
1000000772,NC,2025-03-08 10:20:00,2025-03-08 11:38:00,78,South,Pediatrics,5
1000000773,CA,2025-03-08 15:53:00,2025-03-08 17:17:00,84,Northeast,Radiology,1
1000000774,FL,2025-03-08 09:44:00,2025-03-08 11:01:00,77,West,General Practice,5
1000000775,NY,2025-03-08 06:41:00,2025-03-08 07:31:00,50,South,Oncology,9
1000000776,IL,2025-03-08 13:22:00,2025-03-08 14:07:00,45,West,Oncology,10
1000000777,IL,2025-03-08 10:15:00,2025-03-08 11:59:00,104,Midwest,Oncology,5
1000000778,PA,2025-03-08 11:18:00,2025-03-08 12:19:00,61,Midwest,General Practice,0
1000000779,TX,2025-03-08 09:51:00,2025-03-08 11:13:00,82,South,Oncology,0
1000000780,CA,2025-03-08 12:28:00,2025-03-08 14:08:00,100,West,Pediatrics,7
1000000781,MI,2025-03-08 14:22:00,2025-03-08 15:44:00,82,Northeast,Neurology,7
1000000782,OH,2025-03-08 12:31:00,2025-03-08 13:56:00,85,Midwest,General Practice,10
1000000783,IL,2025-03-08 17:06:00,2025-03-08 18:08:00,62,Northeast,Orthopedics,4
1000000784,IL,2025-03-08 11:14:00,2025-03-08 11:52:00,38,South,Cardiology,6
1000000785,NY,2025-03-08 06:12:00,2025-03-08 06:19:00,7,West,General Practice,0
1000000786,MI,2025-03-08 08:34:00,2025-03-08 09:35:00,61,Northeast,General Practice,8
1000000787,IL,2025-03-08 07:09:00,2025-03-08 07:44:00,35,West,Oncology,4
1000000788,PA,2025-03-08 15:34:00,2025-03-08 16:08:00,34,Midwest,Pediatrics,7
1000000789,OH,2025-03-08 15:41:00,2025-03-08 16:35:00,54,Midwest,Cardiology,7
1000000790,NY,2025-03-08 16:32:00,2025-03-08 16:47:00,15,South,Radiology,9
1000000791,FL,2025-03-08 07:53:00,2025-03-08 08:48:00,55,South,Neurology,6
1000000792,PA,2025-03-08 07:16:00,2025-03-08 08:55:00,99,Midwest,Cardiology,0
1000000793,PA,2025-03-08 10:42:00,2025-03-08 11:17:00,35,Midwest,Oncology,8
1000000794,OH,2025-03-08 07:43:00,2025-03-08 09:30:00,107,South,Neurology,1
1000000795,NC,2025-03-08 07:07:00,2025-03-08 07:21:00,14,Northeast,Cardiology,8
1000000796,FL,2025-03-08 06:31:00,2025-03-08 06:52:00,21,West,General Practice,4
1000000797,IL,2025-03-08 08:19:00,2025-03-08 09:07:00,48,South,Oncology,8
1000000798,FL,2025-03-08 13:03:00,2025-03-08 13:56:00,53,Midwest,Oncology,8
1000000799,IL,2025-03-08 12:23:00,2025-03-08 12:54:00,31,South,Pediatrics,8
1000000800,TX,2025-03-08 06:45:00,2025-03-08 07:59:00,74,Midwest,Pediatrics,2
1000000801,IL,2025-03-08 12:22:00,2025-03-08 13:35:00,73,Northeast,Orthopedics,5
1000000802,CA,2025-03-08 16:00:00,2025-03-08 16:31:00,31,Northeast,Pediatrics,9
1000000803,IL,2025-03-08 16:15:00,2025-03-08 17:28:00,73,West,Oncology,0
1000000804,PA,2025-03-08 12:09:00,2025-03-08 12:17:00,8,West,Neurology,8
1000000805,NY,2025-03-08 20:55:00,2025-03-08 22:11:00,76,Northeast,Neurology,9
1000000806,NY,2025-03-08 13:02:00,2025-03-08 14:59:00,117,South,Neurology,4
1000000807,TX,2025-03-08 10:59:00,2025-03-08 12:00:00,61,South,Cardiology,2
1000000808,PA,2025-03-08 08:01:00,2025-03-08 08:47:00,46,Northeast,General Practice,2
1000000809,CA,2025-03-08 12:17:00,2025-03-08 13:54:00,97,South,Neurology,10
1000000810,OH,2025-03-08 19:16:00,2025-03-08 20:54:00,98,Northeast,Neurology,10
1000000811,TX,2025-03-08 17:10:00,2025-03-08 17:15:00,5,Northeast,Cardiology,4
1000000812,IL,2025-03-08 20:55:00,2025-03-08 22:12:00,77,West,Orthopedics,8
1000000813,PA,2025-03-08 14:33:00,2025-03-08 15:50:00,77,West,Pediatrics,2
1000000814,NY,2025-03-08 14:23:00,2025-03-08 15:08:00,45,Northeast,Oncology,10
1000000815,NC,2025-03-08 20:06:00,2025-03-08 21:11:00,65,Northeast,Pediatrics,6
1000000816,OH,2025-03-08 12:15:00,2025-03-08 13:17:00,62,West,Orthopedics,7
1000000817,FL,2025-03-08 07:01:00,2025-03-08 07:51:00,50,South,General Practice,2
1000000818,TX,2025-03-08 06:37:00,2025-03-08 08:33:00,116,Midwest,General Practice,4
1000000819,MI,2025-03-08 07:06:00,2025-03-08 09:02:00,116,Midwest,Oncology,0
1000000820,TX,2025-03-08 08:16:00,2025-03-08 09:35:00,79,West,Oncology,2
1000000821,MI,2025-03-08 08:59:00,2025-03-08 10:24:00,85,South,Orthopedics,1
1000000822,OH,2025-03-08 15:49:00,2025-03-08 16:49:00,60,Midwest,Oncology,9
1000000823,CA,2025-03-08 10:18:00,2025-03-08 12:14:00,116,South,Radiology,1
1000000824,GA,2025-03-08 17:23:00,2025-03-08 18:20:00,57,West,Neurology,2
1000000825,NY,2025-03-08 11:37:00,2025-03-08 12:22:00,45,West,Radiology,0
1000000826,NC,2025-03-08 12:49:00,2025-03-08 13:18:00,29,South,Orthopedics,9
1000000827,CA,2025-03-08 16:02:00,2025-03-08 16:37:00,35,West,Neurology,9
1000000828,MI,2025-03-08 20:54:00,2025-03-08 21:24:00,30,Northeast,Orthopedics,0
1000000829,FL,2025-03-08 17:54:00,2025-03-08 19:20:00,86,West,General Practice,1
1000000830,GA,2025-03-08 11:53:00,2025-03-08 12:02:00,9,West,Radiology,2
1000000831,MI,2025-03-08 08:56:00,2025-03-08 10:44:00,108,West,Neurology,2
1000000832,PA,2025-03-08 15:13:00,2025-03-08 16:28:00,75,South,Orthopedics,5
1000000833,GA,2025-03-08 15:24:00,2025-03-08 15:42:00,18,Northeast,Pediatrics,10
1000000834,TX,2025-03-08 13:55:00,2025-03-08 15:50:00,115,West,Pediatrics,5
1000000835,MI,2025-03-08 12:57:00,2025-03-08 14:00:00,63,Midwest,Pediatrics,7
1000000836,TX,2025-03-08 07:02:00,2025-03-08 07:25:00,23,Northeast,Orthopedics,0
1000000837,OH,2025-03-08 13:30:00,2025-03-08 15:30:00,120,South,Radiology,9
1000000838,FL,2025-03-08 17:54:00,2025-03-08 18:21:00,27,Northeast,Cardiology,2
1000000839,NC,2025-03-08 20:24:00,2025-03-08 21:56:00,92,West,Cardiology,8
1000000840,CA,2025-03-08 19:05:00,2025-03-08 20:30:00,85,West,General Practice,5
1000000841,NY,2025-03-08 13:11:00,2025-03-08 13:28:00,17,Northeast,Neurology,5
1000000842,MI,2025-03-08 16:01:00,2025-03-08 17:38:00,97,Northeast,Oncology,10
1000000843,IL,2025-03-08 10:35:00,2025-03-08 12:22:00,107,Northeast,Orthopedics,7
1000000844,MI,2025-03-08 15:18:00,2025-03-08 15:49:00,31,Northeast,Radiology,5
1000000845,CA,2025-03-08 13:57:00,2025-03-08 14:16:00,19,West,Oncology,4
1000000846,NY,2025-03-08 06:56:00,2025-03-08 08:22:00,86,South,Oncology,9
1000000847,OH,2025-03-08 20:22:00,2025-03-08 21:29:00,67,Northeast,Oncology,4
1000000848,OH,2025-03-08 13:39:00,2025-03-08 14:03:00,24,Northeast,General Practice,6
1000000849,OH,2025-03-08 07:19:00,2025-03-08 07:52:00,33,Midwest,Orthopedics,7
1000000850,OH,2025-03-08 11:33:00,2025-03-08 13:24:00,111,West,Orthopedics,4
1000000851,OH,2025-03-08 16:53:00,2025-03-08 17:21:00,28,Northeast,Neurology,4
1000000852,IL,2025-03-08 11:14:00,2025-03-08 11:53:00,39,West,Radiology,9
1000000853,NC,2025-03-08 13:37:00,2025-03-08 15:03:00,86,Northeast,Radiology,2
1000000854,OH,2025-03-08 12:24:00,2025-03-08 13:19:00,55,Midwest,Cardiology,2
1000000855,NC,2025-03-08 09:48:00,2025-03-08 10:43:00,55,Northeast,Oncology,2
1000000856,GA,2025-03-08 08:49:00,2025-03-08 09:56:00,67,West,Oncology,8
1000000857,PA,2025-03-08 19:27:00,2025-03-08 20:35:00,68,West,Oncology,9
1000000858,GA,2025-03-08 11:08:00,2025-03-08 12:46:00,98,South,Oncology,6
1000000859,TX,2025-03-08 15:47:00,2025-03-08 17:38:00,111,West,General Practice,10
1000000860,MI,2025-03-08 15:23:00,2025-03-08 16:19:00,56,Northeast,Orthopedics,1
1000000861,IL,2025-03-08 20:28:00,2025-03-08 22:18:00,110,South,Oncology,6
1000000862,TX,2025-03-08 16:52:00,2025-03-08 18:28:00,96,Midwest,Radiology,10
1000000863,PA,2025-03-08 10:30:00,2025-03-08 11:15:00,45,Northeast,Cardiology,5
1000000864,FL,2025-03-08 06:00:00,2025-03-08 07:17:00,77,Midwest,Oncology,7
1000000865,PA,2025-03-08 17:06:00,2025-03-08 19:06:00,120,Midwest,Cardiology,3
1000000866,MI,2025-03-08 06:04:00,2025-03-08 08:04:00,120,Northeast,Pediatrics,7
1000000867,PA,2025-03-08 20:53:00,2025-03-08 22:11:00,78,South,Orthopedics,8
1000000868,PA,2025-03-08 15:06:00,2025-03-08 16:39:00,93,West,Cardiology,3
1000000869,MI,2025-03-08 19:56:00,2025-03-08 21:04:00,68,South,Radiology,3
1000000870,GA,2025-03-08 17:51:00,2025-03-08 19:32:00,101,Midwest,Cardiology,2
1000000871,GA,2025-03-08 11:58:00,2025-03-08 12:13:00,15,Midwest,Oncology,0
1000000872,NC,2025-03-08 15:33:00,2025-03-08 17:14:00,101,West,Orthopedics,9
1000000873,PA,2025-03-08 09:14:00,2025-03-08 09:54:00,40,Midwest,Cardiology,10
1000000874,IL,2025-03-08 10:03:00,2025-03-08 11:54:00,111,Northeast,General Practice,3
1000000875,FL,2025-03-08 14:48:00,2025-03-08 15:16:00,28,Northeast,Neurology,9
1000000876,PA,2025-03-08 17:50:00,2025-03-08 18:59:00,69,South,Radiology,1
1000000877,GA,2025-03-08 17:55:00,2025-03-08 19:37:00,102,Northeast,Cardiology,10
1000000878,TX,2025-03-08 19:31:00,2025-03-08 20:36:00,65,South,Neurology,1
1000000879,IL,2025-03-08 07:39:00,2025-03-08 09:34:00,115,Midwest,Neurology,5
1000000880,NC,2025-03-08 08:28:00,2025-03-08 10:02:00,94,South,Radiology,2
1000000881,MI,2025-03-08 13:41:00,2025-03-08 15:18:00,97,Midwest,Neurology,7
1000000882,CA,2025-03-08 16:55:00,2025-03-08 18:54:00,119,West,Neurology,10
1000000883,OH,2025-03-08 16:29:00,2025-03-08 17:54:00,85,Midwest,Oncology,2
1000000884,IL,2025-03-08 15:58:00,2025-03-08 16:15:00,17,West,General Practice,3
1000000885,FL,2025-03-08 10:35:00,2025-03-08 12:13:00,98,Midwest,Oncology,4
1000000886,CA,2025-03-08 20:15:00,2025-03-08 21:37:00,82,Midwest,Radiology,10
1000000887,CA,2025-03-08 15:34:00,2025-03-08 16:19:00,45,Midwest,Neurology,0
1000000888,NC,2025-03-08 13:15:00,2025-03-08 14:00:00,45,South,Cardiology,7
1000000889,CA,2025-03-08 11:42:00,2025-03-08 13:36:00,114,Northeast,Neurology,1
1000000890,TX,2025-03-08 14:25:00,2025-03-08 16:01:00,96,South,Neurology,6
1000000891,NC,2025-03-08 19:47:00,2025-03-08 21:40:00,113,Midwest,Oncology,5
1000000892,MI,2025-03-08 13:25:00,2025-03-08 14:51:00,86,West,Orthopedics,9
1000000893,IL,2025-03-08 13:37:00,2025-03-08 13:54:00,17,Midwest,Orthopedics,6
1000000894,NY,2025-03-08 14:18:00,2025-03-08 14:40:00,22,West,Oncology,4
1000000895,IL,2025-03-08 10:40:00,2025-03-08 11:28:00,48,West,Oncology,7
1000000896,IL,2025-03-08 06:27:00,2025-03-08 07:31:00,64,West,Pediatrics,1
1000000897,OH,2025-03-08 18:12:00,2025-03-08 19:02:00,50,Northeast,Cardiology,1
1000000898,OH,2025-03-08 15:27:00,2025-03-08 16:29:00,62,Midwest,General Practice,2
1000000899,NC,2025-03-08 07:54:00,2025-03-08 08:35:00,41,West,Orthopedics,4
1000000900,GA,2025-03-08 06:29:00,2025-03-08 07:35:00,66,Midwest,Cardiology,7
1000000901,OH,2025-03-08 06:01:00,2025-03-08 07:42:00,101,South,Orthopedics,8
1000000902,PA,2025-03-08 09:11:00,2025-03-08 09:18:00,7,South,Cardiology,0
1000000903,GA,2025-03-08 12:41:00,2025-03-08 13:30:00,49,South,Orthopedics,3
1000000904,GA,2025-03-08 14:57:00,2025-03-08 16:47:00,110,Midwest,Pediatrics,1
1000000905,FL,2025-03-08 11:57:00,2025-03-08 13:43:00,106,West,Cardiology,2
1000000906,GA,2025-03-08 10:52:00,2025-03-08 12:26:00,94,West,Neurology,5
1000000907,PA,2025-03-08 08:40:00,2025-03-08 09:14:00,34,Northeast,Radiology,0
1000000908,FL,2025-03-08 06:41:00,2025-03-08 08:33:00,112,West,Orthopedics,1
1000000909,PA,2025-03-08 11:43:00,2025-03-08 12:03:00,20,West,Neurology,3
1000000910,NC,2025-03-08 15:58:00,2025-03-08 16:42:00,44,Midwest,Cardiology,8
1000000911,TX,2025-03-08 18:38:00,2025-03-08 20:18:00,100,West,Neurology,3
1000000912,GA,2025-03-08 17:21:00,2025-03-08 18:30:00,69,Midwest,General Practice,4
1000000913,MI,2025-03-08 12:49:00,2025-03-08 14:15:00,86,Midwest,General Practice,2
1000000914,GA,2025-03-08 13:52:00,2025-03-08 15:38:00,106,South,Radiology,9
1000000915,GA,2025-03-08 11:46:00,2025-03-08 13:46:00,120,Northeast,Neurology,5
1000000916,CA,2025-03-08 14:18:00,2025-03-08 16:17:00,119,West,Pediatrics,0
1000000917,CA,2025-03-08 07:59:00,2025-03-08 09:29:00,90,Northeast,Orthopedics,2
1000000918,FL,2025-03-08 17:21:00,2025-03-08 19:07:00,106,Midwest,Pediatrics,7
1000000919,CA,2025-03-08 17:17:00,2025-03-08 18:03:00,46,Northeast,Orthopedics,8
1000000920,FL,2025-03-08 12:04:00,2025-03-08 13:49:00,105,Northeast,Orthopedics,2
1000000921,OH,2025-03-08 11:09:00,2025-03-08 12:38:00,89,South,Cardiology,10
1000000922,GA,2025-03-08 19:10:00,2025-03-08 20:52:00,102,West,Radiology,6
1000000923,FL,2025-03-08 07:48:00,2025-03-08 08:54:00,66,Midwest,Cardiology,7
1000000924,IL,2025-03-08 12:24:00,2025-03-08 13:44:00,80,South,Radiology,8
1000000925,NY,2025-03-08 14:06:00,2025-03-08 15:49:00,103,Midwest,Pediatrics,4
1000000926,CA,2025-03-08 06:26:00,2025-03-08 07:45:00,79,Northeast,Neurology,8
1000000927,TX,2025-03-08 20:55:00,2025-03-08 22:28:00,93,Midwest,Orthopedics,3
1000000928,PA,2025-03-08 09:57:00,2025-03-08 10:42:00,45,Midwest,Oncology,8
1000000929,NY,2025-03-08 15:18:00,2025-03-08 16:18:00,60,West,Pediatrics,0
1000000930,FL,2025-03-08 18:15:00,2025-03-08 18:20:00,5,West,Radiology,6
1000000931,NY,2025-03-08 15:15:00,2025-03-08 16:31:00,76,Northeast,Radiology,6
1000000932,FL,2025-03-08 10:58:00,2025-03-08 12:46:00,108,Northeast,Neurology,7
1000000933,OH,2025-03-08 11:04:00,2025-03-08 11:14:00,10,Northeast,Cardiology,1
1000000934,MI,2025-03-08 07:52:00,2025-03-08 09:24:00,92,Northeast,Radiology,10
1000000935,PA,2025-03-08 14:28:00,2025-03-08 15:38:00,70,South,Pediatrics,0
1000000936,OH,2025-03-08 13:34:00,2025-03-08 14:32:00,58,Midwest,Pediatrics,5
1000000937,NY,2025-03-08 06:36:00,2025-03-08 07:33:00,57,Northeast,Orthopedics,8
1000000938,TX,2025-03-08 13:18:00,2025-03-08 14:54:00,96,West,Radiology,9
1000000939,NY,2025-03-08 14:26:00,2025-03-08 15:29:00,63,Midwest,Orthopedics,9
1000000940,NC,2025-03-08 16:36:00,2025-03-08 18:19:00,103,West,Oncology,8
1000000941,NY,2025-03-08 18:21:00,2025-03-08 20:01:00,100,Northeast,Oncology,0
1000000942,MI,2025-03-08 14:18:00,2025-03-08 15:34:00,76,South,Radiology,2
1000000943,GA,2025-03-08 06:18:00,2025-03-08 08:05:00,107,Northeast,Cardiology,9
1000000944,IL,2025-03-08 17:16:00,2025-03-08 18:26:00,70,West,Pediatrics,7
1000000945,TX,2025-03-08 13:22:00,2025-03-08 13:30:00,8,West,Cardiology,5
1000000946,IL,2025-03-08 07:52:00,2025-03-08 08:06:00,14,South,General Practice,7
1000000947,FL,2025-03-08 07:46:00,2025-03-08 08:56:00,70,West,Oncology,6
1000000948,NC,2025-03-08 11:57:00,2025-03-08 13:03:00,66,Midwest,Orthopedics,2
1000000949,IL,2025-03-08 11:34:00,2025-03-08 13:13:00,99,Midwest,Neurology,9
1000000950,OH,2025-03-08 18:15:00,2025-03-08 18:46:00,31,West,Radiology,10
1000000951,NC,2025-03-08 09:06:00,2025-03-08 10:43:00,97,West,Orthopedics,10
1000000952,NC,2025-03-08 12:01:00,2025-03-08 13:59:00,118,South,Oncology,6
1000000953,OH,2025-03-08 10:47:00,2025-03-08 11:23:00,36,Midwest,Radiology,0
1000000954,NC,2025-03-08 20:53:00,2025-03-08 22:09:00,76,South,Cardiology,5
1000000955,MI,2025-03-08 14:42:00,2025-03-08 16:30:00,108,West,Oncology,2
1000000956,GA,2025-03-08 10:46:00,2025-03-08 12:22:00,96,Midwest,Orthopedics,3
1000000957,FL,2025-03-08 14:39:00,2025-03-08 15:03:00,24,West,Neurology,6
1000000958,GA,2025-03-08 16:46:00,2025-03-08 16:56:00,10,West,General Practice,7
1000000959,NY,2025-03-08 09:21:00,2025-03-08 10:50:00,89,Midwest,Cardiology,0
1000000960,FL,2025-03-08 10:03:00,2025-03-08 11:06:00,63,South,Pediatrics,0
1000000961,IL,2025-03-08 09:09:00,2025-03-08 10:10:00,61,South,Neurology,1
1000000962,PA,2025-03-08 06:33:00,2025-03-08 07:05:00,32,Midwest,Cardiology,2
1000000963,PA,2025-03-08 18:31:00,2025-03-08 19:07:00,36,South,Radiology,4
1000000964,NC,2025-03-08 17:35:00,2025-03-08 18:59:00,84,West,Pediatrics,7
1000000965,FL,2025-03-08 12:21:00,2025-03-08 13:15:00,54,Midwest,Oncology,3
1000000966,OH,2025-03-08 06:01:00,2025-03-08 06:08:00,7,South,Oncology,6
1000000967,TX,2025-03-08 11:02:00,2025-03-08 11:38:00,36,South,Radiology,2
1000000968,NY,2025-03-08 11:44:00,2025-03-08 12:02:00,18,Northeast,Radiology,9
1000000969,FL,2025-03-08 16:45:00,2025-03-08 17:39:00,54,South,Radiology,8
1000000970,FL,2025-03-08 07:50:00,2025-03-08 09:07:00,77,South,General Practice,2
1000000971,IL,2025-03-08 13:16:00,2025-03-08 14:38:00,82,West,Pediatrics,5
1000000972,MI,2025-03-08 20:41:00,2025-03-08 21:09:00,28,Midwest,Oncology,10
1000000973,TX,2025-03-08 07:22:00,2025-03-08 08:19:00,57,Midwest,Pediatrics,4
1000000974,IL,2025-03-08 19:23:00,2025-03-08 21:04:00,101,Northeast,Oncology,6
1000000975,IL,2025-03-08 17:47:00,2025-03-08 18:53:00,66,West,Neurology,5
1000000976,CA,2025-03-08 14:27:00,2025-03-08 15:44:00,77,West,Oncology,5
1000000977,OH,2025-03-08 15:52:00,2025-03-08 17:31:00,99,Northeast,Neurology,2
1000000978,MI,2025-03-08 10:52:00,2025-03-08 11:23:00,31,Northeast,Neurology,9
1000000979,IL,2025-03-08 12:20:00,2025-03-08 12:50:00,30,Northeast,Oncology,1
1000000980,TX,2025-03-08 07:39:00,2025-03-08 09:30:00,111,Northeast,Pediatrics,9
1000000981,NC,2025-03-08 08:45:00,2025-03-08 10:37:00,112,West,Radiology,0
1000000982,GA,2025-03-08 18:37:00,2025-03-08 18:48:00,11,Midwest,Orthopedics,0
1000000983,NY,2025-03-08 10:44:00,2025-03-08 10:51:00,7,South,General Practice,6
1000000984,FL,2025-03-08 20:51:00,2025-03-08 21:11:00,20,Northeast,Radiology,0
1000000985,NY,2025-03-08 09:46:00,2025-03-08 10:16:00,30,Northeast,Radiology,8
1000000986,MI,2025-03-08 08:53:00,2025-03-08 09:52:00,59,West,General Practice,10
1000000987,NY,2025-03-08 20:11:00,2025-03-08 21:51:00,100,West,Pediatrics,7
1000000988,NC,2025-03-08 06:39:00,2025-03-08 06:58:00,19,South,Orthopedics,10
1000000989,GA,2025-03-08 16:09:00,2025-03-08 17:36:00,87,Midwest,Pediatrics,9
1000000990,NY,2025-03-08 18:40:00,2025-03-08 20:25:00,105,South,Oncology,4
1000000991,NY,2025-03-08 19:53:00,2025-03-08 20:26:00,33,Midwest,Neurology,6
1000000992,FL,2025-03-08 20:05:00,2025-03-08 20:31:00,26,West,Pediatrics,4
1000000993,NC,2025-03-08 16:37:00,2025-03-08 17:23:00,46,Northeast,General Practice,9
1000000994,PA,2025-03-08 18:28:00,2025-03-08 19:18:00,50,West,Oncology,9
1000000995,PA,2025-03-08 11:54:00,2025-03-08 12:54:00,60,West,Neurology,0
1000000996,NY,2025-03-08 17:09:00,2025-03-08 17:52:00,43,Midwest,Neurology,8
1000000997,CA,2025-03-08 18:44:00,2025-03-08 19:46:00,62,Northeast,Cardiology,1
1000000998,NY,2025-03-08 17:21:00,2025-03-08 19:04:00,103,Midwest,Oncology,6
1000000999,PA,2025-03-08 14:01:00,2025-03-08 14:54:00,53,West,Orthopedics,2